Mixture	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	P-value	Correlation	RMSE	Absolute score (sig.score)
TMA Slide 1 | 029 | Segment 2	0	0.451839802749089	0	0.144290625983121	0.0241352772163992	0.00810130859305667	0.0976517619781634	0	0.138329391627744	0	0	0.182637394146733	0.111897413773343	0.0122503779895414	0	0.132193325918525	0	0.0477572140792832	0.0331250742626463	0.0043050996104383	0.0192649795445786	0	0	0.736551080737635	0.72037541914413	1.40777904747266
TMA Slide 1 | 030 | Segment 1	0	0.248878466078048	0	0.0875843263773345	0	0.157453496560903	0.0875798096109222	0	0.119231735342039	0	0.00438655806678508	0.0497393397917699	0.0837099941436171	0	0	0.15924034193098	0	0.0175380854366786	0.103255111582381	0	0	0.00777882018853167	0	0.619044770147371	0.806262178271109	1.12637608510999
TMA Slide 1 | 030 | Segment 2	0	0.42141476085763	0.149659076739993	0.144145593084837	0	0.177499418743247	0.0940049825686338	0.02325606895523	0.243661875310546	0.0223754598136801	0	0.0701601313118106	0.0524905595842309	0.144613860906166	0.0175830475160285	0.23061419262147	0.00176207358770347	0	0.0936856158377415	0	0	0.0078311938889187	0	0.508048209825964	0.862417649331408	1.89475791132787
TMA Slide 1 | 031 | Segment 1	0	0.271759053503717	0	0.1749986364996	0.0227439358839198	0	0.1811626614152	0	0.101866127618885	0	0	0.0791001244151781	0.0986516018382847	0	0	0.0952181406847955	0	0.0141686734414709	0.0692688014606584	0	0	0.00351448427944926	0	0.788099133105894	0.700358718160716	1.11245224104116
TMA Slide 1 | 031 | Segment 2	0	0.326843485969426	0.0371841110581783	0.216532142307364	0	0.243525090734718	0.0961854813811957	0.0682758154449009	0.193843995298022	0	0.075229499269824	0.0617871933500165	0.0772091526604369	0.0255920446488327	0.0487477879665458	0.158574182677724	0.00345162595238816	0	0.063724763127174	0	0	0	0	0.654029996938779	0.775024711365372	1.69670637184675
TMA Slide 1 | 032 | Segment 1	0	0.24369956504092	0.0213931927646042	0.0597043340839594	4.19053275393466e-05	0.127474841198487	0.0564036662106472	0	0.0801184521418204	0.0141697256996366	0	0.121626608614171	0.0540177921851414	0	0	0.119816333039085	0.00031788873287577	0.00615909977781385	0.116786737006987	0	0.00897082830453782	0.0146608335574261	0	0.697930754914302	0.75725753816386	1.04536180368565
TMA Slide 1 | 032 | Segment 2	0	0.390600721376076	0.0524524765522388	0.106298481839097	0.0275133194919993	0.165293357688921	0.0560867792264279	0	0.134919909524364	0	0	0.114585437944802	0.0928767221482785	0.0414298051541742	0	0.228859483071625	0.010857949970811	0	0.141521924100287	0	0.0221567328637438	0.00583698852149447	0.002	0.458269951262996	0.888360947367883	1.59129008947434
TMA Slide 1 | 033 | Segment 1	0	0.349439404744314	0.0235843283593903	0.114136806466734	0.00830315484149784	0.0579262155684602	0.0979733384335292	0	0.0427830755711259	0	0	0.116370252919564	0.0721795930010053	0	0	0.13934093329172	0	0.0110532803980064	0.0859888576014707	0	0.0246889568339805	0.00648588811206866	0	0.779668483793149	0.703355418648426	1.15025408614287
TMA Slide 1 | 033 | Segment 2	0	0.356403964744241	0.159122616713605	0.104544075072306	0	0.185352781967698	0.0479359734422257	0	0.188277536134995	0	0.00339597310999407	0.116634415715974	0.0347730997380227	0.0171382284820273	0.0170394789014737	0.290973568647445	0	0.0179556682980391	0.135140750343125	0.0112197923114873	0	0.0447596558270349	0	0.493100929188533	0.870962640727001	1.73066757944969
TMA Slide 1 | 034 | Segment 1	0.0365747344000979	0.287448232944477	0	0	0.046266002565171	0.0334578836179979	0.216891685629587	0	0.173279616310032	0.0495473458662852	0	0.110775179378737	0.130659315151918	0.024726682839467	0	0.134945380183895	0	0	0.172101036059848	0	0	0	0	0.640138744738199	0.796995105298715	1.41667309494751
TMA Slide 1 | 034 | Segment 2	0	0.438353082286373	0.0326107615902869	0.166479407005939	0.081319575114763	0	0.166161556948919	0.0156413408523912	0.1079250063382	0.0229687906207528	0	0.175240121343531	0.0859557814450618	0.0129331723238615	0	0.220282571504322	0	0.00995720124892789	0.052619321122666	0.00264400842368204	0.00726824782708383	0.0119717005567418	0	0.78567715503189	0.695737881420888	1.6103316465535
TMA Slide 1 | 035 | Segment 1	0.0297485496833358	0.162041856260698	0	0.0390522365344711	0	0.131697562877289	0.159760475521222	0.00803157511661265	0.121680896543364	0	0	0.343486620572299	0.012658235438896	0.0179703484678274	0.00689292802807533	0.267880053232445	0	0	0.00854238197673208	0.113754598629018	0	0.0830254634334525	0	0.658328789994379	0.772848789109173	1.50622378231574
TMA Slide 1 | 035 | Segment 2	0	0.278084573390411	0	0.0314195293832105	0	0.0595965475943128	0.100653163994516	0	0.288193345189151	0.190587068879944	0	0.181748840014499	0.164500322780047	0	0	0.19780728033715	0	0.0742441895044138	0.0958753082225891	0.00468112794418833	0	0.0274187180832859	0	0.767199094967137	0.711997154239471	1.69481001531772
