Mixture	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	P-value	Correlation	RMSE	Absolute score (sig.score)
TMA Slide 1 | 036 | Segment 1	0	0.306769652414774	0.0306438971817837	0.0984818107166321	0.146111180567652	0	0.145536927205712	0	0.0704380327342254	0.123537330319785	0	0.108940714554638	0.0830276297360834	0.0223571049172326	0	0.154252893019981	0	0.0132001167267405	0.0629418380394955	0.00961596542240286	0	0	0	0.793167683188307	0.696339008363465	1.37585509355714
TMA Slide 1 | 036 | Segment 2	0.034776428285387	0.323646978088095	0.107409568901101	0.0296275959432949	0.00766800407446001	0.246906227164704	0.0917504133073375	0	0.181517030368171	0.0848568683730517	0	0.100380886711716	0.0814960962034769	0.00501315681942411	0.00286857904796032	0.163737015201927	0.000125626648494674	0	0.233914269912466	0.0204761875159542	0	0	0	0.516671757768999	0.858345331535059	1.71617093256702
TMA Slide 1 | 037 | Segment 1	0	0.280319415717841	0	0.0251446565001576	0.0684787182700179	0.0320453248078597	0.169749531036363	0	0.116201510649863	0.0421978599050718	0	0.219260161646175	0.0658407436873902	0.039435677216309	0	0.137339604839964	0.00335877482505427	0.00563240235298817	0.146809239794421	0	0.00045489158663181	0	0	0.745027973990442	0.727239854851841	1.35226851283611
TMA Slide 1 | 037 | Segment 2	0	0.39649720663669	0.0506370268287753	0.0532608138896923	0	0.233859499998289	0.109704153195901	0	0.119759033069143	0.0576950849328838	0	0.090710828564188	0.120480770315769	0.0150958543517165	0.00767539365722746	0.186009808179334	0	0.0184917390298907	0.144009918453245	0.0070229378354299	0	0.0287452996199772	0	0.70846175074483	0.756981205926418	1.63965536855815
TMA Slide 1 | 038 | Segment 1	0.0161043972808786	0.148752602600115	0	0.0319284960520207	0	0.150673907925533	0.246754255663015	0	0.0889166897598663	0.102025314791638	0	0.0413169255348157	0.0332111001857155	0.007317792126139	0.00103987206385262	0.138866606997071	0	0.0026377657066514	0.0752163416562282	0.0346256682374467	0	0.0482327176574045	0	0.722751411433724	0.752016100820386	1.16762045423839
TMA Slide 1 | 038 | Segment 2	0	0.27139485995361	0	0.14771712029	0	0.0362196904795269	0.0221565063908912	0.0292407282179939	0.226166268301269	0	0	0.142009448970749	0.145831895942846	0.0148494518625508	0.0104312602582213	0.230130301518681	0.0116287126265132	0	0.10286854602859	0	0.0126437857752538	0	0	0.766638952375459	0.718552098959019	1.4032885766167
TMA Slide 1 | 039 | Segment 1	0.0708978818117762	0.177978441923565	0	0.148570793489985	0	0.111575223562131	0.17389138525317	0	0.0692103431256629	0.00957359993226723	0	0.194624690503946	0.125995892233456	0.00110388597238845	0	0.184736120054048	0	0.0302993199339202	0.0918266180746811	0.0519601789942787	0	0.022115503399809	0	0.77456213415115	0.718110918560459	1.46435987826508
TMA Slide 1 | 039 | Segment 2	0.0299282661772176	0.252034703980658	0	0.0457502628406179	0	0.123629423859993	0.254037811949289	0	0.0756431390099023	0.0500222521008586	0	0.07124358241268	0.0301751375161815	0.0449330345589799	0	0.324092556909489	0	0.0493785496503765	0.12183806054668	0.0284049646445946	0.00862977077134315	0.0445306813363794	0	0.756985886138631	0.74941368470222	1.55427219826524
TMA Slide 1 | 040 | Segment 1	0.0502971307736585	0.240998668680416	0	0.102172446928	0.0629231226815549	0.0881562974831861	0.110654892801694	0	0.109592406408895	0.0395175103850438	0	0.221632215985477	0.0965330955223505	0.0207235551360139	0	0.193004227730083	0	0	0.0870936073066432	0.00188476359263997	0	0.017251705026096	0	0.763902230784552	0.710789148025482	1.44243564644175
TMA Slide 1 | 040 | Segment 2	0	0.293081650847814	0	0.150919557506145	0.00983605301578531	0.0673614853554196	0.0207854773937361	0	0.0978984379910801	0.0567628010821568	0	0.285227747074301	0.0545683182019878	0.024307437899218	0	0.276224817785236	0	0.0327460767685128	0.143281363607199	0	0	0.0371302086665583	0	0.780578487173272	0.698667408904353	1.55013143319515
TMA Slide 2 | 009 | Segment 1	0.00756852441821815	0.242287264211737	0	0.157563761471599	0.0575022991110001	0.111773639216455	0.144322730913538	0	0.0637779728323317	0.00225826256635042	0	0.157851186275025	0.115261396847769	0.0393666129934912	0.00210958171554575	0.172879001157454	0.00389919161970455	0	0.06832612819129	0.00180636263111191	0	0.00374613639844759	0	0.729086440833107	0.740397986062413	1.35230005257107
TMA Slide 2 | 009 | Segment 2	0.0687150551592705	0.119879102072228	0	0.132347760110129	0	0.022386310801521	0.285635261610495	0	0.0729528046322407	0.0174207074827337	0	0.104165159179054	0.0912810079523849	0.0977986889214842	0	0.157172032769926	0.0365735598156482	0.0172470824957874	0.183763152862544	0	0	0.0318406140873431	0	0.673629581477053	0.791808439971475	1.43917829995279
TMA Slide 2 | 010 | Segment 1	0.0447772440847035	0.316375380697114	0.0218417929307044	0.0652188828235239	0.0018021575865532	0.0596953420059671	0.153645006879563	0	0.0810320357912874	0.0579251793296078	0	0.277516652113397	0.0563108028002172	0.00799934866798075	0	0.132570146815461	0.00899304276673829	0.0187796840275277	0.0808862612076326	0.00604442087560926	0	0.0323304424508812	0	0.712868463905425	0.734087228314716	1.42374382385447
TMA Slide 2 | 010 | Segment 2	0	0.320676984486672	0	0.210215266205469	0	0.152964332465649	0.23405632650106	0.0497840543521165	0.132943805158179	0	0.0243852981685323	0.058587072403079	0.0655885509059474	0.0520541668738381	0	0.196487630138417	0	0.0530850508318399	0.1881074083454	0	0	0	0.002	0.386272003823757	0.922461975039364	1.7389359468362
TMA Slide 2 | 015 | Segment 1	0	0.34192205926802	0	0.131651883537369	0.00502488449317913	0.0836133382515384	0.0929214183726038	0	0.132391003766046	0	0	0.231884632420546	0.0482954539312736	0.0291797987892461	0	0.142000793885502	0.00399089838871346	0.0333862944990989	0.099509443942258	0	0	0.0145347632385688	0	0.790891312543344	0.686627214183569	1.39030666678396
TMA Slide 2 | 015 | Segment 2	0	0.483602348475708	0	0.161872267970526	0	0.0169100160639152	0.0495924258628132	0	0.157721473455728	0.0106209473374409	0	0.213748037693735	0.0879927503755405	0.0818182379395195	0	0.139549546000148	0.000420619435856872	0.0154625341461426	0.0700268877084265	0	0.0667455783304696	0.00651635233598741	0	0.698675740927729	0.747287270554851	1.56260002313196
TMA Slide 2 | 016 | Segment 1	0	0.309688959345781	0	0.112251197753079	0.000589383071847348	0.0388531087082334	0.0716693633779451	0	0.164837937755431	0.00513651686555457	0	0.236241194599929	0.0994194604339457	0.0144015455139005	0	0.188847164428692	0.000841721146786904	0.0055525627361555	0.123087640263835	0.00374164874737666	0	0.000418837708966352	0	0.770029362148076	0.705508114554384	1.37557824245746
TMA Slide 2 | 016 | Segment 2	0	0.373644519988476	0.0789776534651751	0.127145220902309	0.0191685431231246	0	0.0915955045777464	0	0.191101955945295	0.0752242033160667	0	0.192628466894686	0.00849955564386658	0.0997900983180192	0.000556346669523457	0.154516889666469	0	0.000800930256207278	0.0961930327851209	0	0	0.0621077181965374	0	0.712258016247667	0.741114674250097	1.57195063974862
TMA Slide 2 | 017 | Segment 1	0	0.298767577038273	0	0.159394757252419	0	0.0833451547890405	0.0195563842123941	0.00742371144681662	0.121154016849554	0	0	0.287915946362404	0.074298405358319	0	0	0.143569366616271	0	0.0504179217494487	0.120662971412698	0.008608663325045	0	0.00100402986982099	0	0.746935450275311	0.709996972438807	1.3761189062825
TMA Slide 2 | 017 | Segment 2	0	0.327566293941553	0	0.221479215108128	0	0.114720717670248	0.0633944256170879	0	0.168229380159453	0	0	0.160141807418582	0.125389768151753	0.00976858184381251	0	0.197556235284446	0	0.0205839571621093	0.118699322403383	0.00642462667323932	0	0.00369933261331465	0	0.815471833407367	0.680356651252593	1.53765366404711
TMA Slide 2 | 018 | Segment 1	0	0.227153794936668	0	0.131310352417683	0	0.182876973957173	0.0907217269417023	0	0.174338643135692	0	0	0.132608406981811	0	0.0108717738570849	0	0.224240777604229	0.0018409474993095	0.0226239029102382	0.075342433794381	0.0136042658986202	0	0.0844334264841525	0	0.817963316182713	0.680370631912731	1.37196742641875
TMA Slide 2 | 018 | Segment 2	0.0282492340518236	0.19550103207461	0	0.176655546008388	0	0.138603087132294	0.0745643561345205	0.044798832427362	0.162663744255455	0.0278622627378716	0	0.0720052201589442	0.0390642965539002	0	0	0.260909652016567	0	0.0269798521083247	0.132945018032118	0.0193559385947146	0	0.0299924802583161	0	0.780944735074688	0.711951508096444	1.43015055254521
TMA Slide 2 | 019 | Segment 1	0.0559752163264023	0.141824190631572	0	0.0447453340922093	0	0.217871752250882	0	0	0.222917214454828	0	0	0.178493876834623	0.036331201217453	0.0175609662838289	0	0.260828484536264	0	0.0391141084031707	0.0878051749911023	0.0101427026518074	0	0.0298969995234181	0	0.719969145002791	0.741536940269236	1.34350722219756
TMA Slide 2 | 019 | Segment 2	0	0.170389679554566	0	0.101036854544189	0.028692011943441	0.316805761301136	0.0407391605400498	0	0.0119103417867448	0	0	0.33987934578519	0.0462229147541757	0	8.50228006444054e-05	0.213613912454691	0	0.0215670351319537	0.0885944643288587	0	0	0.0135745091078313	0	0.696133215036405	0.739456751658816	1.39311101403347
TMA Slide 2 | 020 | Segment 1	0	0.248707144810588	0	0.0252653170540884	0	0.16063863657066	0.131589047385875	0.00380843454995817	0.135678019230223	0.0077728942907908	0	0.228486578807081	0.135804750507449	0.00303278932332711	0.0131592464884996	0.142666949295089	0	0	0.0845136608737685	0	0	0	0	0.773414209761374	0.705251449784157	1.3211234691874
TMA Slide 2 | 020 | Segment 2	0	0.202885554850253	0	0.113895383146675	0.0100047168935359	0.0539312279961954	0.0409630319525185	0	0.117541643514879	0.090406115021069	0	0.233635110939493	0.0189796312555266	0	0	0.221348146065116	0	0.0165332633092813	0.162027218117406	0	0.00367919645004401	0.0657316782101561	0	0.725001226421536	0.733072854290205	1.35156191772215
TMA Slide 2 | 024 | Segment 1	0	0.275528104922006	0	0.0932884348546998	0	0.0602361135063028	0.138254747289888	0	0.0938337572869721	0	0	0.217921805395067	0.0586442921100598	0.0237360754288122	0.00878934926686949	0.205482047375714	0	0.0248774274395529	0.074810509343373	0	0	0.0683442073772494	0	0.75010776955098	0.728084280704908	1.34374687159657
TMA Slide 2 | 024 | Segment 2	0.087616548381619	0.090834137087523	0	0.0937050822626849	0	0.131435690223791	0.134454546963448	0.0104473724994113	0.201455743476467	0.0123981067398176	0	0.155882212261396	0.102252517016655	0.056911859907508	0.0139070013386752	0.161140507194597	0	0.0423976949945196	0.0763812631581734	0	0	0.0647779370271349	0	0.717339202074019	0.750879812767527	1.43599822053342
TMA Slide 2 | 025 | Segment 1	0	0.3108137781755	0.0446155736096967	0.0248073551139573	0.0980728588594992	0.0916981299038292	0.0976035137277123	0	0.0230101003921924	0.0779987850396627	0	0.101778511524622	0.118153317803313	0.0107817418602686	0	0.131250028600056	0	0.0201412579682824	0	0.0728051114378243	0	0.00647413461252396	0	0.757131405972258	0.72350547811859	1.23000419862894
TMA Slide 2 | 025 | Segment 2	0	0.361118347380499	0.20073521687372	0.0924130866884835	0.065329377941133	0.102466388896518	0.0978214015685126	0.00397495753191686	0.207999324278899	0.0401783272676067	0	0.13371205974655	0.11634677297126	0.153475162995263	0	0.243410782392171	0.00823871436545039	0	0.157497096384668	0	0	0.0153864202913831	0.002	0.450635660806345	0.89247758201825	2.00010343757404
TMA Slide 2 | 038 | Segment 1	0	0.2228318025844	0	0.000430150522648345	0	0.174782039600593	0.0994396898530897	0	0.125407076746299	0.0448249662887008	0	0.148022678085526	0.0409065792007186	0.0214535031397048	0.0119746416964922	0.232264540641578	0	0	0.130115794716556	0	0.0124570599387925	0.00507867142191515	0	0.791465934280514	0.710141723594214	1.26998919443701
TMA Slide 2 | 038 | Segment 2	0	0.254608252758804	0	0	0	0.339828244729768	0	0	0.16207661338784	0.115833422553289	0	0.22670403278062	0.0367940594453273	0	0	0.170371607533033	0	0.0303693741221341	0.112340781147277	0	0	0.0219011266692762	0	0.661973985674164	0.765986348084632	1.47082751512737
TMA Slide 2 | 039 | Segment 1	0	0.203194888775798	0.00337622487633148	0.0836487741871706	0	0.177231743303838	0.0385621451299404	0	0.0829319883312981	0.0259051837805337	0	0.157759389145626	0.0599884619909582	0.0325553079555666	0.00453240605214094	0.143644839035737	0.00841046375831189	0	0.0584058093189529	0	0	0.000316803758295178	0	0.785246649358381	0.693274379001974	1.0804644294005
TMA Slide 2 | 039 | Segment 2	0	0.303599600648604	0.0295718623002844	0.11902836947019	0	0.154737509513516	0.108154926955438	0	0.0859332010539767	0	0.0322620846437385	0.00591852163715698	0.045745946175847	0.0744344738043422	0.00313581564155446	0.234935434874647	0	0.0168193296301807	0.106976741541031	0	0.000398013179756484	0.00515143072457884	0	0.546064615728388	0.846697574329814	1.32680326179484
TMA Slide 2 | 042 | Segment 1	0	0.29717605620214	0	0.0226885218375959	0.137608496763127	0.0211231307223806	0.183454726706913	0	0.0808877644695896	0.054107624058911	0	0.169944828661895	0.111611353047434	0	0	0.149943765962417	0.00241386914372443	0.0158434089254992	0.131555973865211	0.00524559480023471	0	0	0	0.724231378704815	0.746821614713477	1.38360511516707
TMA Slide 2 | 042 | Segment 2	0	0.439074318739215	0	0.0425060751185408	0	0.203417449105925	0.121984616804582	0.0617823523535247	0.0274231081253191	0	0.146510255503186	0	0.0820509409389164	0	0.0142387650241947	0.119418747925843	0.0372594424529409	0	0.203294552968675	0	0.0217629298374431	0	0	0.668612093217616	0.778210609511226	1.52072355489831
TMA Slide 2 | 043 | Segment 1	0	0.29870009883085	0	0.037539267458941	0.0942253915110884	0.0571976228051038	0.135347146427538	0	0.0540900406069483	0.084599895898005	0	0.270160900896059	0.0850151927172233	0.0559775894575229	0.0111702009478467	0.172099722917326	0	0	0.0201052465702969	0.0924467041807875	0.0175792973659939	0.00626596310140313	0	0.737022696117374	0.727490795576965	1.49252028169293
TMA Slide 2 | 043 | Segment 2	0	0.402292009646802	0.0475019767421439	0.0907037391907963	0	0.119986230232466	0.0506425120296935	0.000475773925245917	0.105119109878521	0.040156236427972	0.0803862749239415	0	0.100132974204992	0.0427955617403578	0.0237014306649554	0.158614617845477	0.00717166310678157	0.0256286790640012	0.196878399548947	0	0	0.0215378443433139	0	0.735940393178938	0.743361443214619	1.51372503351641
TMA Slide 2 | 055 | Segment 1	0	0.32563921925059	0	0	0	0.191159939625846	0.100529548127656	0	0.131141905139178	0.0546311225289109	0	0.124345624791117	0.0339240809306681	0.0132658247520452	0	0.18844265466129	0.00326103414267538	0.0119989673382388	0.0965410268195922	0	0	0.0162273461511719	0	0.772980426307513	0.710194165762096	1.29110829425898
TMA Slide 2 | 055 | Segment 2	0	0.340572841159781	0	0.154016986981333	0	0.0270512221828646	0.0962001117249327	0	0.185740649918398	0	0.00527663161764853	0.123188850482761	0.126001651095931	0.00683099895231678	0	0.18993515689506	0.0029602840131456	0.0156977893092542	0.128883937035513	0	0	0	0	0.741869480035213	0.733640801382373	1.40235711136894
TMA Slide 2 | 056 | Segment 1	0	0.251622751000574	0	0.0957260671483902	0	0.103582472243933	0.101478270074234	0	0.163445032570793	0	0	0.160429826316325	0.0631966247668221	0.0195754115908646	0.000323488380146799	0.174127613615326	0.00888247017957685	0	0.127305569510039	0	0	0.0262806604512052	0	0.78476895030936	0.70617793882705	1.29597625784823
TMA Slide 2 | 056 | Segment 2	0	0.347742180317854	0	0.124573891217691	0.0712062318571055	0	0.232196536011067	0	0.0836976540447882	0.0432581026494644	0	0.0905060076467563	0.0197003254071112	0	0	0.279086161394378	0	0.00777031539138387	0.103637027740524	0.0116244034746455	0	0.0354345119146366	0	0.765829166954323	0.726940469163635	1.45043334906741
TMA Slide 2 | 058 | Segment 1	0	0.278200030371574	0.0197100631057469	0.114853287711843	0	0.220276314303682	0.0664433432461185	0.00526885759620227	0.104667162734389	0	0	0.127209627730011	0.0311074790356086	0.00657127031102975	0	0.222725045610217	0	0.0426984860890265	0.0290587650215024	0.0393719449204489	0	0.0386401323213408	0	0.672536332986477	0.772166215498159	1.34680181010874
TMA Slide 2 | 058 | Segment 2	0	0.451041952882581	0.114920613963688	0.14901016665984	0.00951921401139611	0.145134104390293	0.110392380068168	0	0.189934406365489	0	0.025235928566299	0.127259274733517	0.0584890654716999	0.098897229989806	0.0274210183306857	0.19885486184914	0	0	0.0166872549773528	0.0385032595725313	0.000251931880281973	0.035738574845506	0	0.49648528770566	0.867881995031203	1.79729123855828
