TMA Slide 1 | 002 | Segment 1	TMA Slide 1 | 002 | Segment 2	TMA Slide 1 | 003 | Segment 1	TMA Slide 1 | 003 | Segment 2	TMA Slide 1 | 004 | Segment 1	TMA Slide 1 | 004 | Segment 2	TMA Slide 1 | 005 | Segment 1	TMA Slide 1 | 005 | Segment 2	TMA Slide 1 | 006 | Segment 1	TMA Slide 1 | 006 | Segment 2	TMA Slide 1 | 007 | Segment 1	TMA Slide 1 | 007 | Segment 2	TMA Slide 1 | 008 | Segment 1	TMA Slide 1 | 008 | Segment 2	TMA Slide 1 | 009 | Segment 1	TMA Slide 1 | 009 | Segment 2	TMA Slide 1 | 010 | Segment 1	TMA Slide 1 | 010 | Segment 2	TMA Slide 1 | 011 | Segment 1	TMA Slide 1 | 011 | Segment 2	TMA Slide 1 | 012 | Segment 1	TMA Slide 1 | 012 | Segment 2	TMA Slide 1 | 013 | Segment 1	TMA Slide 1 | 013 | Segment 2	TMA Slide 1 | 014 | Segment 1	TMA Slide 1 | 014 | Segment 2	TMA Slide 1 | 015 | Segment 1	TMA Slide 1 | 015 | Segment 2	TMA Slide 1 | 016 | Segment 1	TMA Slide 1 | 016 | Segment 2	TMA Slide 1 | 017 | Segment 1	TMA Slide 1 | 017 | Segment 2	TMA Slide 1 | 018 | Segment 1	TMA Slide 1 | 018 | Segment 2	TMA Slide 1 | 019 | Segment 1	TMA Slide 1 | 019 | Segment 2	TMA Slide 1 | 020 | Segment 1	TMA Slide 1 | 020 | Segment 2	TMA Slide 1 | 021 | Segment 1	TMA Slide 1 | 021 | Segment 2	TMA Slide 1 | 022 | Segment 1	TMA Slide 1 | 022 | Segment 2	TMA Slide 1 | 023 | Segment 1	TMA Slide 1 | 023 | Segment 2	TMA Slide 1 | 024 | Segment 1	TMA Slide 1 | 024 | Segment 2	TMA Slide 1 | 025 | Segment 1	TMA Slide 1 | 025 | Segment 2	TMA Slide 1 | 026 | Segment 1	TMA Slide 1 | 026 | Segment 2	TMA Slide 1 | 027 | Segment 1	TMA Slide 1 | 027 | Segment 2	TMA Slide 1 | 028 | Segment 1	TMA Slide 1 | 028 | Segment 2	TMA Slide 1 | 029 | Segment 1	TMA Slide 1 | 029 | Segment 2	TMA Slide 1 | 030 | Segment 1	TMA Slide 1 | 030 | Segment 2	TMA Slide 1 | 031 | Segment 1	TMA Slide 1 | 031 | Segment 2	TMA Slide 1 | 032 | Segment 1	TMA Slide 1 | 032 | Segment 2	TMA Slide 1 | 033 | Segment 1	TMA Slide 1 | 033 | Segment 2	TMA Slide 1 | 034 | Segment 1	TMA Slide 1 | 034 | Segment 2	TMA Slide 1 | 035 | Segment 1	TMA Slide 1 | 035 | Segment 2	TMA Slide 1 | 036 | Segment 1	TMA Slide 1 | 036 | Segment 2	TMA Slide 1 | 037 | Segment 1	TMA Slide 1 | 037 | Segment 2	TMA Slide 1 | 038 | Segment 1	TMA Slide 1 | 038 | Segment 2	TMA Slide 1 | 039 | Segment 1	TMA Slide 1 | 039 | Segment 2	TMA Slide 1 | 040 | Segment 1	TMA Slide 1 | 040 | Segment 2	TMA Slide 2 | 009 | Segment 1	TMA Slide 2 | 009 | Segment 2	TMA Slide 2 | 010 | Segment 1	TMA Slide 2 | 010 | Segment 2	TMA Slide 2 | 015 | Segment 1	TMA Slide 2 | 015 | Segment 2	TMA Slide 2 | 016 | Segment 1	TMA Slide 2 | 016 | Segment 2	TMA Slide 2 | 017 | Segment 1	TMA Slide 2 | 017 | Segment 2	TMA Slide 2 | 018 | Segment 1	TMA Slide 2 | 018 | Segment 2	TMA Slide 2 | 019 | Segment 1	TMA Slide 2 | 019 | Segment 2	TMA Slide 2 | 020 | Segment 1	TMA Slide 2 | 020 | Segment 2	TMA Slide 2 | 024 | Segment 1	TMA Slide 2 | 024 | Segment 2	TMA Slide 2 | 025 | Segment 1	TMA Slide 2 | 025 | Segment 2	TMA Slide 2 | 038 | Segment 1	TMA Slide 2 | 038 | Segment 2	TMA Slide 2 | 039 | Segment 1	TMA Slide 2 | 039 | Segment 2	TMA Slide 2 | 042 | Segment 1	TMA Slide 2 | 042 | Segment 2	TMA Slide 2 | 043 | Segment 1	TMA Slide 2 | 043 | Segment 2	TMA Slide 2 | 055 | Segment 1	TMA Slide 2 | 055 | Segment 2	TMA Slide 2 | 056 | Segment 1	TMA Slide 2 | 056 | Segment 2	TMA Slide 2 | 058 | Segment 1	TMA Slide 2 | 058 | Segment 2
T_cells_c1_CD4+_IL7R	0.218818580015681	0.221811504605982	0.151534779496775	0.0436964557761222	0.146493442646533	0	0.0722250195825158	0.164991670820687	0	0	0	0	0	0	0	0	0	0	0.0941915036876726	0.131318956279983	0.189581461315979	0.284035538384369	0.191954073999749	0.100794912957328	0.0743472145827758	0.15116411829952	0.124315870253996	0.22655550305508	0.0355818021100266	0.149665832285318	0.153681868427817	0.112447043851327	0	0	0	0	0.0373664406601607	0.0529399154110558	0.0476793181602689	0.0401303511732725	0.167079545028614	0	0.188184566182496	0.0689054217282295	0.104280135040285	0.0183047777031982	0.121031141237728	0	0.120388878793726	0.0424872932832215	0.196133913994162	0.169087403623342	0.0574674663048196	0.0195593023168937	0.161679615322643	0.0624846177106949	0	0	0	0	0	0.0399714264498567	0	0.0720227459191708	0.0239508483467545	0	0	0	0	0.0128410147264163	0.0271911643821455	0.0365883297030689	0.123565978944375	0.142304393891777	0	0.0196440466249754	0.0234094762891893	0	0.196035771272229	0.253049967802694	0.236488436559164	0.142084007242312	0.0305708026222065	0.0251862821512342	0.038526006071285	0.00688437385793384	0.143948763319271	0.0850149193057739	0.140975437223113	0.140685189160378	0	0.0202760018003196	0.15445678382873	0.0426698947006545	0.0110651350792724	0.0791107339947925	0	0.0885529173624425	0	0.101740900562316	0	0.00309053099156245	0.166318805093994	0.0470974012444818	0.036875654239843	0	0.159317948101313	0.0624429581316952	0.171336900302157	0.138653282492791	0.0391124894471976	0
T_cells_c2_CD4+_T-regs_FOXP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T_cells_c3_CD4+_Tfh_CXCL13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T_cells_c9_NK_cells_AREG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T_cells_c11_MKI67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.138497412899187	0.0292998969678273	0.0502676945013514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
T_cells_c10_NKT_cells_FCGR3A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myeloid_c10_Macrophage_1_EGR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myeloid_c12_Monocyte_1_IL1B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myeloid_c2_LAM2_APOE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myeloid_c1_LAM1_FABP5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myeloid_c8_Monocyte_2_S100A9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myeloid_c7_Monocyte_3_FCGR3A	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0409143036199645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myeloid_c9_Macrophage_2_CXCL10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cycling_Myeloid	0	0	0	0	0	0	0	0	0	0	0	0	0	0.126219334213396	0	0.0843419976771143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0721776259236729	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myeloid_c11_cDC2_CD1C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myeloid_c4_DCs_pDC_IRF7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0229640425962073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myeloid_c3_cDC1_CLEC9A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0319875982908152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00021378394403504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Myeloid_c0_DC_LAMP3	0	0.0466292154080624	0	0	0	0	0	0	0.0223289172679712	0	0.0100257354037018	0.0334375030676043	0.158317441503853	0.227558208634132	0.0818251378173515	0.137679793057771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000539765878966427	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.037489044742156	0	0.0695649960363323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0307510649755734	0	0	0	0	0	0	0	0	0	0
Myoepithelial	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.180727736138283	0.0954472532726579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.100320269416814	0.00826368484343428	0	0	0	0	0	0	0	0	0	0
Luminal.Progenitors	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0974415798944093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0580660319665452	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mature.Luminal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.361471542334312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000521796276378216	0	0	0	0	0	0	0	0	0	0	0
Plasmablasts	0	0.0642838296016204	0.018644189375868	0.0951310258717499	0.00965527476577068	0.224109014631083	0	0.00520247821617197	0.0185766582835456	0.179948591378013	0.0392590473010231	0.17569058179407	0	0	0	0.0488133875280453	0	0.0916800352383857	0.0416648276639436	0.190492147466408	0	0	0	0	0	0.11281037373703	0	0.106911243166784	0	0.0409799095245082	0.00148793572687914	0.0724987312383444	0	0.0965520841540493	0	0.347303828013739	0.111606193342599	0.0345401318348883	0.0507254034938593	0	0	0	0	0.0398735455226923	0	0	0	0	0	0.0513070564491826	0	0.002147819516153	0.00206939118993772	0.00523943423449844	0	0	0.0219981434310365	0.223234746617436	0	0.0564645308915886	0.0246119510480244	0.170767303300853	0	0.225343856767276	0	0	0	0	0	0.150228680656377	0	0.0333472248964448	0	0	0	0	0	0	0	0	0	0.0805192067046288	0	0.0909820920032521	0	0.0753142907255647	0	0	0	0	0	0	0	0	0	0	0.0692651658881333	0.244708396733436	0	0	0	0.0137391630385813	0	0	0	0.077439832481665	0	0.0945831210002508	0	0.0786039321328081	0.0203109231605491	0.184156576261963
Cancer.Cycling	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.164905671147087	0	0.271554082173964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.416366339745146	0	0.243900494538706	0	0.189173934363757	0	0.261384750304159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.238181842693705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cancer.Her2.SC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.151188582613493	0	0	0	0.0171262231902743	0	0.0083213200993654	0	0	0	0	0	0	0	0.103353137143754	0	0.126036980985896	0	0	0	0	0	0	0	0.0393667370801882	0	0	0	0	0	0	0	0	0	0	0	0	0	0.195946565771129	0	0.358126756485018	0	0.286335479962369	0	0.17467762200578	0	0	0	0	0	0	0	0	0	0.175948977082176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0502598643060074	0	0	0	0	0	0.0435172028401406	0	0.128056897935331	0	0	0	0	0	0	0	0	0	0	0	0	0
Cancer.LumB.SC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.162932442805676	0	0.00681503846032249	0	0	0	0	0	0	0	0	0	0	0	0	0	0.151639559949344	0	0.110145223831098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0211172252420368	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0178869927324131	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0502177017740478	0	0	0	0.108615144800083	0	0	0	0	0	0.264739172212296	0	0	0	0.323741271082298	0	0.0218313761633433	0	0	0	0	0	0	0	0.288649534124052	0
Cancer.Basal.SC	0.0583414356372783	0	0.121957201280337	0	0.135998203175904	0.0176609088396514	0.107829704251404	0	0.307016733637673	0	0.169711265566392	0	0.247971438986781	0	0.339183263890736	0.0387107403829616	0	0	0	0	0.192267888375182	0.0150254609341533	0.252337766356931	0	0.369519991094704	0	0.291419056326872	0	0.145785125362992	0	0.197888086093941	0	0	0	0	0.0261644389256005	0	0	0	0	0	0	0.0723803988104709	0	0	0	0	0	0.198192203782981	0	0.122377089827915	0	0.0915424616414858	0	0	0	0	0	0	0	0.0615735479925141	0.159375915892551	0.0111373901362134	0.00352879929406172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.143370824375029	0	0	0	0	0	0	0	0	0	0.0581958974584616	0.033248459496113	0	0	0	0	0	0	0	0	0	0
Cycling.PVL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0041459877933776	0	0	0	0	0	0	0	0	0	0
Cancer.LumA.SC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.188157651353686	0	0	0	0	0	0	0	0	0	0	0
Myeloid_c5_Macrophage_3_SIGLEC1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
